Chapter_Name,Chapter_Content
Libro Tercero - XVI,"Aunque no encontramos nada tan intolerable que nos haga repudiar la existencia, en cualquier estado en que nos encontremos, rechacemos la ira. Perniciosa es para los que obedecen, porque la indignación aumenta los tormentos, y los mandatos son tanto más pesados, cuanto con mayor impaciencia se les soporta. Así es que la fiera que lucha, aprieta el lazo, el pájaro que se remueve y agita, se extiende el visco por las plumas. No hay yugo tan estrecho que no hiera menos al que lo arrastra que al que lo rechaza. El único alivio para los grandes males, es la paciencia y sumisión a las necesidades. Pero si es útil a los que obedecen contener sus pasiones, y especialmente, esta tan furiosa y desenfrenada, más útil es todavía a los reyes. Todo está perdido cuando la fortuna permite realizar lo que aconseja la ira; y el poder que se ejerce en detrimento de considerable número, no puede durar mucho, y peligra en cuanto el terror común reúne a aquellos que separadamente sufrían. Muchos tiranos han perecido, ora a manos de un hombre solo, ora a las de un pueblo entero, al que el dolor público obligaba a hacerse un arma de todas las iras. ¡Y cuántos, sin embargo, han usado la ira, como privilegio de su poder! Testigo es Darío, que una vez derribado Mago, fue el primer llamado al trono de Persia y de mucha parte del Oriente. Como hubiese declarado la guerra a los Scitas, que lo estrechaban por el lado oriental, el noble anciano Oebazo le suplicó le dejase uno de sus tres hilos para consuelo de su paternidad, y se quedase con los otros dos a su servicio. Prometiendo el Rey más de lo que se le pedía, contestó que se los enviaría, y haciéndoles matar delante de su padre, se los entregó: ¡muy cruel habría sido si se los hubiese llevado!"
Libro Tercero - XVII,"¿Fue más clemente Xerxes? Pythio, padre de cinco hijos, le pidió la exención de uno de ellos, y le permitió elegir el que quisiese; después hizo partir por medio al elegido, colocando cada mitad en un lado del camino, siendo esta la víctima lustral del ejército. Por esto tuvo la suerte que merecía: vencido y agobiado por todos lados, vio desaparecer los restos de su poder, y volvió por en medio de los cadáveres de los suyos. Esta ferocidad en la ira es propia de los reyes bárbaros, en quienes no ha penetrado instrucción ni cultura literaria. Pero te presentaré, saliendo de las manos de Aristóteles, a Alejandro, que mata con su propia mano, en medio del festín, a su querido Clito, compañero suyo de la infancia, que se mostraba poco dispuesto a adularle y a pasar de la libertad macedoniana a la esclavitud persa. Lysimaco, que le era igualmente querido, fue expuesto a la ferocidad de un león. ¿Y acaso este Lysimaco, que por tan rara fortuna escapó de las mandíbulas del león, fue más benigno cuando llegó a reinar? Mutiló a su amigo Telesforo de Rodas, haciéndole cortar la nariz y las orejas, guardándole por mucho tiempo en una jaula como a animal nuevo y extraordinario: aquel rostro destruido, deforme, nada tenía del aspecto humano. Añade a esto los tormentos del hambre y la repugnante suciedad de aquel cuerpo, que se arrastraba sobre su propio excremento, con las rodillas y las callosas manos que lo estrecho de la prisión convertía en pies; los costados llenos de llagas por el roce; espectáculo espantoso y terrible a la vista. El suplicio había hecho de aquel hombre un monstruo que repelía hasta la compasión; sin embargo, por desemejante que fuese del hombre el que tales penas padecía, más desemejante aún era el que las mandaba."
Libro Tercero - XVIII,"¡Ojalá que tales ejemplos solamente se encontrasen entre extranjeros, y que su crueldad no hubiese trascendido a las costumbres romanas, con la barbarie de los suplicios y de las venganzas! A M. Mario, a quien el pueblo había alzado en todas las encrucijadas estatuas a las que se dirigían plegarias con libaciones e incienso, L. Sila mandó romperle las piernas, sacarle los ojos, cortarle las manos, y, como si hubiese de sufrir tantas muertes como heridas, fue desgarrado lentamente por todas las articulaciones. ¿Quién era el ejecutor de estas órdenes? ¿quién sino Catilina, que ejercitaba ya la mano en todos los crímenes? Este mismo despedazaba a Mario ante la tumba de Q. Catulo, ultrajando así en sus cenizas al hombre más afable, y sobre aquellas cenizas cayó gota a gota la sangre de un hombre de funesto ejemplo, pero popular, y que antes fue demasiado querido que indigno de serlo. Sin duda merecía Mario aquel suplicio, Sila mandarlo y Catilina ejecutarlo; pero la República no merecía que le clavasen la espada en el pecho sus enemigos y sus vengadores a la vez. Mas ¿por qué buscar ejemplos antiguos? En otro tiempo mandó C. César, en el mismo día, azotar a Sexto Papino, hijo de varón consular, a Betilíeno Basso, cuestor suyo e hijo de su intendente, y a otros muchos, caballeros romanos o senadores, sometiéndoles después a la tortura, no para interrogarles, sino para divertirse. En seguida, impaciente por todo lo que aplazaba sus placeres, que las exigencias de su crueldad pedían sin tregua, paseando entre las alamedas del jardín de su madre, que se extiende entre el pórtico y la ribera, hizo llevar algunas víctimas de aquellas con matronas y otros senadores, para decapitarles a la luz de las antorchas. ¿Quién le instaba? ¿de qué peligro público o privado lo amenazaba una sola noche? ¿qué le importaba, en fin, esperar la luz para no matar con sandalias a los senadores del pueblo romano?"
Libro Tercero - XIX,"Conveniente es a nuestro propósito dar a conocer cuánta fue la insolencia de su crueldad, aunque parezca tal vez que nos extraviamos y separarnos en digresiones; pero estas locuras de la soberbia dependen de la ira cuando se desencadena desenfrenadamente. Al verlo entregar al látigo los senadores, podía decirse con él: Suele hacerse: había agotado para los suplicios todos los tremendos recursos de la tortura, cuerdas, borceguíes, fuego, su propia cara. Y en este punto se me contestará: ¡Qué cosa tan grande hacer pasar bajo el látigo y entre las llamas, como malvados esclavos, a tres senadores, cuando meditaba degollar a todo el Senado, cuando deseaba que el pueblo romano no tuviese más que una cabeza, para poder consumar en un solo día y de un solo golpe todos los crímenes que había multiplicado en tantas veces y en tantos parajes! ¿Qué cosa más inaudita que un suplicio nocturno? el ladrón se oculta en las tinieblas para cometer su delito; pero el castigo legal, cuanto más público sea, mejor sirve para ejemplo y represión. También se me contestará aquí: Esos excesos que tanto te sorprenden son la ocupación diaria de ese monstruo: para eso vive, para eso despierta, para eso medita durante la noche. Verdad es que no se encontrará ningún otro que haga tapar con una esponja la boca de aquellos a quienes hacía ejecutar, para que no pudiesen emitir la voz. ¿A quién se prohibió gemir al acercarse a la muerte? Temía sin duela que los supremos dolores arrancasen alguna palabra demasiado libre; temía escuchar lo que no quería; no ignoraba que existían muchas cosas que solamente un moribundo se hubiese atrevido a censurarle. Cuando no se encontraba esponja, mandaba rasgar las ropas de aquellos desgraciados y taparles la boca con los jirones. ¿A qué este refinamiento de crueldad? que al menos sea permitido lanzar el último suspiro: da salida al alma; que pueda escapar por otro camino que las heridas."
Libro Tercero - XX,"Demasiado largo sería añadir que aquella misma noche fueron muertos los padres de las víctimas por mano de centuriones mandados a las casas: indudablemente aquel hombre tan compasivo quería librarles del dolor. Pero no me he propuesto descubrir la crueldad de Cayo, sino los males de la ira, que no se desencadena solamente contra los individuos, sino que desgarra naciones enteras y cae sobre las ciudades, los ríos; y los objetos destituidos de todo sentimiento de dolor. Así, pues, un rey de Persia hace cortar la nariz a todo un pueblo de la Siria; de aquí el nombre de Rhinocolura que se dio a aquella comarca. ¿Crees que fue indulgente por no haber cortado otras tantas cabezas? deleitose con nuevo género de suplicio. Cosa parecida amenazaba a los Etíopes, por cuya longevidad se les llamó Macrebios. Porque no presentaron humildemente la cerviz a la esclavitud; porque contestaron a sus legados con libertad que los reyes llaman insolencia, Cambises avanzaba enfurecido contra ellos; pero sin provisiones, sin haber hecho reconocer los caminos, arrastraba consigo, por ásperas soledades, todo el material de guerra: desde la primera jornada careció de lo necesario, sin encontrar recurso alguno en aquella región estéril, inculta y jamás hollada por la humana planta: primeramente combatieron el hambre con las hojas tiernas y retoños de los árboles; en seguida con cuero blandeado al fuego y todo aquello que la necesidad convertía en alimento; más adelante, cuando en medio de las arenas faltaban también las hierbas y raíces y se descubrió inmensa soledad desprovista hasta de animales, los soldados se diezmaron para obtener alimentación más horrible que el hambre. La ira, sin embargo, impulsaba hacia adelante al Rey, hasta que, perdida una parte del ejército, comida otra, temió se le llamase también al sorteo: entonces dio al fin la señal de retirada. Durante este tiempo reservaban para él aves delicadas, y camellos llevaban todo el material de sus cocinas, mientras los soldados preguntaban a la suerte quién había de morir miserablemente y quién había de vivir peor aún."
Libro Tercero - XXI,"Cambises se irritó contra un pueblo desconocido e inocente, pero digno; Ciro, contra un río. Cuando corría apresuradamente al cerco de Babilonia, porque en la guerra la oportunidad da el triunfo, quiso vadear el Gynden, desbordado entonces, cosa peligrosa hasta cuando el río, merced a los ardores del verano, se encuentra en su nivel más bajo. Arrastrado por la corriente uno de los blancos caballos que tiraban de la carroza real, indignose profundamente Ciro, y juró que aquel río que arrastraba sus caballos quedaría reducido al punto de que las mujeres pudiesen atravesarlo y pasear en él. Trajo a aquel punto, en efecto, todo su material de guerra y puso a la obra a sus soldados, hasta que cada orilla quedó cortada por ciento ochenta canales, y desparramadas las aguas se dividieron por trescientos sesenta arroyos, dejando en seco el lecho del río. Perdió, pues, el tiempo, cosa muy grave en las grandes empresas; el ardor de los soldados, agotado con inútiles trabajos, y la ocasión de sorprender a gente desprevenida, mientras hacía al río la guerra declarada al enemigo."
Libro Tercero - XXII,"Esta locura (¿cómo llamarla de otra manera?) se apoderó también de los Romanos. C. César destruyó cerca, de Herculano una quinta bellísima porque su madre estuvo presa en ella algún tiempo, eternizando por este medio aquel suceso; porque, mientras estuvo en pie, se pasaba junto a ella, y ahora se pregunta la causa de su ruina. Necesario es meditar en estos ejemplos para huir de ellos; y por el contrario, deben seguirse los de templanza Y moderación que dieron aquellos que no carecieron de motivos de ira ni de medios para vengarse. ¿Qué había, en efecto, más fácil para Antígono que mandar al suplicio dos soldados que, apoyados en la tienda real, hacían lo que los hombres hacen con mucho gusto, aunque con mucho peligro, murmurar de su rey? Antígono lo había oído todo, porque solamente le separaba de los murmuradores un lienzo, y moviéndolo ligeramente, les dijo: «Retiraos más lejos, no sea que os oiga el Rey». De la misma manera, durante una marcha nocturna, habiendo oído a algunos soldados maldecir al Rey porque les había hecho entrar en un camino cenagoso y difícil, acercose a los más apurados, y después do ayudarles a salir, sin darse a conocer: «Ahora, les dijo, maldecid a Antígono, que os ha traído a este mal paso; pero desead el bien para el que os ha sacado del lodazal». Con igual mansedumbre soportó las imprecaciones de sus enemigos que las de sus súbditos. En el sitio de no sé qué castillejo, confiando los Griegos que lo defendían en la resistencia de la fortaleza, insultaban a los sitiadores, burlándose de la fealdad de Antígono, de su corta estatura y de su aplastada nariz: «Me alegro, dijo; y algo bueno espero, teniendo a Sileno en mi campamento». Habiendo reducido a aquellos burlones por el hambre, he aquí cómo obró con los prisioneros: repartió entre las, cohortes a los que eran útiles para el servicio y a los demás los vendió en subasta; lo que dijo no hubiera hecho a no ser útil dar amo a gentes que tenían mala lengua. Nieto de este Rey fue Alejandro, que arrojaba su lanza contra sus convidados; que de los dos amigos que antes cité, entregó uno al furor de un león y el otro al suyo. De ellos, sin embargo, vivió el arrojado al león."
Libro Tercero - XXIII,"No había heredado este vicio de su abuelo ni de su padre. Porque si existió en Philipo otra virtud, también tuvo la paciencia para soportar las injurias, poderoso medio para proteger un reino. Demochares, llamado Parrhesiastes a causa de la excesiva intemperancia de su lengua, vino a él con otros legados atenienses. Philipo, después de escucharles con benevolencia: «Decidme, añadió, qué puedo hacer que sea grato a los Atenienses. -Ahorcarte». contestó Demochares. Estalló la indignación de los presentes al escuchar tan brutal contestación, y calmándoles Philipo, mandó que se dejase marchar a. aquel Thersita sano y salvo. «En cuanto a vosotros, dijo a los demás legados, decid a los Atenienses que son mucho más soberbios los que tales cosas dicen que los que las oyen sin castigarlas». Muchas cosas dijo e hizo el divino Augusto que merecen ser referidas, y que demuestran que la ira no imperaba en él. El historiador Timogenes habla dicho del Emperador, de su esposa y de su familia cosas que no quedaron perdidas, porque el chiste las hace circular más y las pone en todas las bocas. Frecuentemente le amonestó el César para que fuese más moderado en su lenguaje, y como persistiera, le negó la entrada en palacio. Desde entonces pasó Timogenes su vejez en casa de Asinio Polión, y toda la ciudad se lo disputaba. La expulsión del palacio del César no le cerró ninguna puerta. Más adelante recitó y quemó las historias que había escrito, y entregó al fuego los libros que contenían los anales de César Augusto. Enemigo era del César y nadie temió su amistad; nadie de alejó de él como de hombre herido por el rayo, encontrando, quien le abriese los brazos cuando caía de tan alto. César, como he dicho, lo soportaba con paciencia, y no se conmovió porque hubiese destruido los anales de su gloria y de sus bellas acciones. Jamás censuró al que hospedaba a su enemigo, y solamente dijo una vez a Asinio Polión: «». Como éste se preparaba a excusarse, se le adelantó diciéndole: «Goza, querido Polión, goza de tu hospitalidad». Y cuando Polión replicó: «Si lo mandas, César, lo expulsaré de mi casa. -¿Crees que haré eso, dijo, cuando soy yo quien os ha reconciliado?» Polión había estado algún tiempo disgustado con Timogenes y no tuvo otra causa para desistir de su resentimiento que el haber comenzado el de César."
Libro Tercero - XXIV,"Dígase cada cual siempre que se le ofende:¿Soy yo más poderoso que Philipo? Sin embargo, se le ultrajó impunemente. ¿Puedo yo más en mi casa que el divino Augusto en el mundo entero? Se contentó, sin embargo, con separarse de su detractor. ¡Cómo! ¿castigaré con el látigo y el hierro la respuesta demasiado atrevida de un esclavo, su aspecto hosco o su murmullo que no llega hasta mí?¿Quién soy yo para que sea delito ofender mis oídos? Muchos han perdonado a sus enemigos, ¿y yo no perdonaré a un esclavo perezoso, negligente o hablador? Excúsese el niño con su edad, con su sexo la mujer, con su libertad el extranjero y el criado con la familiaridad. ¿Acaso es la primera vez que nos desagrada? recordemos cuántas nos ha complacido. ¿Nos ha ofendido muchas veces? soportemos lo que hemos soportado tanto tiempo. ¿Es un amigo quien nos ofende? ha hecho lo que no quería. ¿Es un enemigo? ha hecho lo que debía. Cedamos al prudente, perdonemos al insensato, y digámonos en cuanto a todos: hasta los varones más sabios caen en multitud de faltas; que no hay nadie tan circunspecto que no olvide alguna vez su cuidado, nadie tan sensato que no abandone alguna vez su gravedad en la viveza de algún arrebato, nadie tan precavido contra el ultraje que no incurra en el defecto que quiere evitar."
Libro Tercero - XXV,"Así como el hombre vulgar encuentra en el derrumbamiento de la fortuna de los grandes consuelo a sus males, y llora con menos amargura en un rincón la muerte de su hijo al ver dolorosos funerales que salen de un palacio, así también cada cual soportará con más resignación algunas ofensas, algunos desprecios al pensar que no hay poder, por grande que sea, que se encuentre al abrigo de injurias. Y si los más prudentes delinquen, ¿qué error carece de legitima excusa? Recordemos cuántas veces se mostró nuestra juventud poco celosa de sus deberes, poco cauta en sus palabras, poco sobria en el vino. Se ha irritado uno: démosle tiempo para reconocer lo que ha hecho, él mismo se corregirá. Impondrase castigo; no hay razón para que nosotros hagamos la mismo que él. Es indudable que el que desprecia los ataques que arrancan de la multitud se coloca más alto que ella: propio es de la verdadera grandeza no sentirse herida. Así es que la fiera poderosa se vuelve lentamente al ladrido de los perros; así también el fuerte peñasco desafía el asalto de la impotente ola. El que no se irrita, queda inaccesible a la injuria, el que se irrita se quebranta. Pero el que acabo de presentar como superior a todos los ataques tiene como abrazado el soberano bien, y responde no solamente al hombre, sino que también a la fortuna. Por mucho que hagas, eres demasiado débil para turbar mi serenidad. La razón, a la que he entregado la dirección de mi -vida, me lo prohíbe: la ira me perjudicaría más que la injuria. Conozco los límites de la una, pero ignoro hasta dónde me arrastrarla la otra."
Libro Tercero - XXVI,"«No puedo sufrirla, dices; es muy difícil soportar la injuria». Mientes, porque ¿qué hombre no puede soportar la injuria si puede soportar la ira? Añade también que al obrar de esa manera soportas la ira y la injuria. ¿Por qué soportas los arrebatos del enfermo y las palabras del demente? ¿Por qué los golpes del niño? Porque te parece que no saben lo que hacen. ¿Qué importa cuál sea la enfermedad que hace desvariar? La demencia es excusa igual para todos. «¡Cómo! dices, ¿quedará impune el que injuria?» Considera que así lo quieres, y, sin embargo, no sucederá así. El mayor castigo del mal es haberlo cometido; y la pena más rigurosa es quedar entregado al arrepentimiento. Finalmente, necesario es considerar la condición de las cosas humanas para que seamos jueces equitativos en todos los accidentes. No se tiene en cuenta el color negro entre los Etíopes, ni entre los Germanos roja cabellera atada en nudo. Cada cual es según su propia naturaleza. Nunca encontrarás extraño o repugnante en un hombre lo que es común a toda su nación. Ahora bien, cada ejemplo de estos solamente significa la costumbre de una región o de un ángulo de la tierra: considera ahora si la indulgencia será más justa tratándose de vicios extendidos por todo el género humano. Todos somos inconsiderados e imprevisores, irresolutos, susceptibles, ambiciosos: ¿a qué ocultar con palabras suaves la llaga pública? Todos somos malos. Así, pues, cada cual encuentra en su propio corazón aquello mismo que reprende en otro. ¿Por qué notas la palidez de éste, el enflaquecimiento de aquél? La epidemia está en todos. Seamos, pues, más tolerantes recíprocamente: malos, vivimos entre malos. Una sola cosa puede devolvernos la tranquilidad: el convenio de nuestra tolerancia. Aquel me ha ofendido; no le he devuelto la ofensa; pero tal vez habrás ofendido ya a otro o le ofenderás."
Libro Tercero - XXVII,"No te juzgues por una hora o un día; considera la disposición habitual de tu ánimo: aunque no hayas hecho ningún mal, puedes hacerlo. ¿No es mejor curar la injuria que vengarla? La venganza absorbe mucho tiempo y nos expone a multitud de ofensas por una sola que nos molesta. En todos dura más la ira que la injuria: ¿no es mejor seguir otro camino y no oponer vicios a vicios? ¿Te parecería en sano juicio el que devolviese la coz al mulo o el mordisco al perro? «Pero esos animales, dices, no saben que obran mal». En primer lugar, es muy injusto aquel para quien el nombre de hombre excluye la indulgencia: además, si los otros animales escapan de tu ira porque son irracionales, debes colocar en la misma línea a todo aquel que carece de razón. ¿Qué importa que se diferencie en todo lo demás de los animales irracionales, si se les parece en aquello que hace excusemos sus faltas, en la ceguedad de la mente? Ha ofendido: ¿es la primera vez? ¿es la última? No debes creerle aunque diga: No lo haré más. Ofenderá otra vez y otro le ofenderá a él, y toda la vida girará entre errores. Hemos de tratar mansamente a lo que es intratable. Lo que se acostumbra decir en medio del dolor, puede decirse con mucha eficacia en la ira: ¿Cesará alguna vez o nunca? Si ha de cesar, ¿no es mejor abandonar la ira que ser abandonado por ella? Si ha de durar siempre, ¡contempla qué vida tan borrascosa te preparas! ¡qué henchido de hiel habrás de estar!"
Libro Tercero - XXVIII,"Añade también que, si tú mismo no enciendes tu ira y renuevas sin cesar los estímulos que deben alimentarla, se extinguirá por sí misma y diariamente perderá fuerzas: ¿y no será mucho mejor que caiga vencida por ti, que vencida por sí misma? Te irritas contra éste, después contra aquél, contra tus esclavos, contra tus libertos, contra tus padres, contra tus hijos, contra conocidos, contra desconocidos; y por todas partes abundan motivos si el buen juicio no interviene. El furor te arrastrará de aquí para allá, y más lejos aún, y como a cada paso surgirán nuevos estímulos, la rabia no te abandonará. ¡Vamos, desgraciado! ¿cuándo amarás? ¡Oh, qué hermoso tiempo pierdes en cosas malas! ¿Cuánto más dulce sería hacerse amigos desde luego, calmar enemigos, servir a la república, dedicar los cuidados a los asuntos domésticos, antes que ir buscando por todas partes el daño que puedes hacer a alguno para ofenderle en su dignidad, en su patrimonio o en su persona, cuando no puedes conseguirlo sin combate ni peligro, aunque luchases con un inferior? Supón que te lo presentan atado y entregado a tu arbitrio para que le atormentes; con frecuencia el que descarga violentos golpes se desarticula el brazo, o se rasga la mano con los dientes que rompe. La ira ha hecho muchos mancos, muchos enfermos, hasta cuando ha encontrado materia pasiva. Además, no hay ser tan débil al que pueda destruirse sin peligro: el dolor o la casualidad hace a las veces al más débil igual al más fuerte. Y también la mayor parte de las cosas porque nos irritamos, antes nos contrarían que nos ofenden; y media mucha diferencia entre oponerse a nuestra voluntad y no servirla, entre arrancarnos algo y no dárnoslo: sin embargo, colocamos en la misma línea al que toma y al que rehúsa, al que destruye nuestras esperanzas y al que las aplaza, al que obra contra nosotros o en provecho propio, al que ama a otro y al que nos odia. Y muchos, en verdad, tienen motivos, no solamente justos, sino que también honestos, para oponérsenos. Uno defiende a su padre, otro a su hermano, éste a su tío, aquél a su amigo; y, sin embargo, no les perdonamos que lo hagan; les censuraríamos que no lo hicieran; o más bien, lo que es increíble, alabamos el hecho y censuramos al que lo realiza."
Libro Tercero - XXIX,"Y ¡a fe mía! el varón grande y justo admira hasta entre sus enemigos a aquel cuyo valor se obstina en defender la salvación y libertad de la patria: querría tenerle como conciudadano, como soldado. Cosa torpe es odiar al que se estima; ¡cuánto más torpe es odiarlo por lo mismo que merece nuestra indulgencia; si prisionero y reducido repentinamente a la esclavitud, conserva todavía algunos restos de su libertad, y no acude como presuroso a los oficios más sórdidos y viles; si debilitado por la ociosidad no puede seguir la carrera del caballo o la carroza de su señor; si fatigado por continuas vigilias cede al sueño; si rehúsa los trabajos rústicos o los desempeña con languidez, obligado a cambiar la suave servidumbre urbana por tareas tan rudas! Distingamos la impotencia de la mala voluntad, y perdonaremos con mucha frecuencia si examinamos antes de irritarnos, Pero cedemos al primer impulso; en seguida, a pesar de la puerilidad de nuestros arrebatos, insistimos en ellos para que no parezca que nos irritamos sin razón, y lo más injusto de todo es que la injusticia de la ira la hace más obstinada. Retenémosla y la aumentamos como si su exceso fuese prueba de su justicia. ¡Cuánto mejor sería considerar las primeras causas en toda su ligereza e insignificancia! Lo que observas en los animales ves que acontece en el hombre: pertúrbale una frivolidad, una sombra."
Libro Tercero - XXX,"El color rojo excita al toro; el áspid se levanta delante de una sombra; un lienzo blanco alarma a los osos y leones. Todo lo que es naturalmente cruel e irritable se espanta por cosas vanas. Lo mismo acontece con los espíritus inquietos y débiles: alármanse por sospecha de las cosas, y hasta tal punto, que muchas veces consideran injurias favores ligeros, que vienen a ser fecunda y amarga fuente de su ira. Irritámonos contra nuestros mejores amigos porque han hecho por nosotros menos de lo que habíamos imaginado, menos que recibieron otros; cuando en ambos casos es otro el remedio. ¿Concedió más a otro? gocemos de lo que tenemos sin hacer comparaciones: nunca será feliz el que desea felicidad mayor. Tengo menos de lo que esperaba, pero tal vez esperaba más de lo que debía. Mucho debe temerse esto: de aquí nacen las iras más peligrosas, que atacan a lo más santo. Para matar al divino Julio concurrieron menos enemigos que amigos, cuyas insaciables esperanzas no había satisfecho. Así lo quiso, sin duda, porque nadie usó jamás tan generosamente de la victoria, de la que no se reservó otra cosa que el derecho de repartir sus frutos: ¿y cómo atender a tantas pretensiones inmoderadas, cuando cada uno pedía para si todo lo que uno solo podía dar? Por esto vio brillar en derredor de su silla las espadas de sus compañeros de armas, y a su frente Tulio Cimber, acérrimo partidario suyo poco antes, y otros muchos que se hicieron Pompeyanos después de la muerte de Pompeyo."
Libro Tercero - XXXI,"Esto mismo es lo que ha vuelto las armas de los súbditos contra los reyes, lo que ha impulsado a los más fieles a tramar la muerte de aquellos por los cuales y ante los cuales habían jurado morir. Nadie está contento de su fortuna cuando contempla la de los otros. De aquí que nos irritemos hasta contra los dioses, porque otro nos adelanta, olvidando cuantos quedan a nuestra espalda y envidiando a unos pocos la envidia que llevan detrás. Tal es, sin embargo, la exigencia de los hombres; aunque hayan recibido mucho, tienen por injuria haber podido recibir más. ¿Me dio la pretura? esperaba el consulado. ¿Me dio los doce haces? pero no me hizo cónsul ordinario. ¿Quiso que el año llevase mi nombre? pero me faltó para el sacerdocio. ¿Se me admitió en un colegio de pontífices? ¿y por qué en uno solo? ¿Me llevó a la cumbre de la grandeza? pero no aumentó mi patrimonio. Me dio lo que había de dar a alguno; de lo suyo no me dio nada. Pero más bien has de darle gracias por lo recibido; espera lo demás, y regocíjate por no encontrarte repleto aún. Felicidad es que todavía queda algo que esperar. ¿Los has vencido a todos? alégrate de ocupar el primer puesto en el corazón de tu amigo. ¿Te vencen muchos? considera cuanto más numerosos son los que te siguen que los que te preceden."
Libro Tercero - XXXII,"¿Preguntas cuál es tu error más grande? formas malos cálculos: estimas en mucho lo que das y en poco lo que recibes. Procuremos no obrar con el uno como con el otro: contengamos la ira delante de éste por temor, delante de aquél por reserva, delante del otro por desdén. ¡Gran, cosa haríamos sin duda arrojando a un calabozo a un desgraciado esclavo! ¿Por qué hemos de apresurarnos a azotarle en el acto, a romperle desde luego las piernas? No perderás tu derecho por aplazar su ejercicio. Deja que llegue la hora en que mandarás por ti mismo, porque ahora hablas bajo el imperio de la ira; cuando haya pasado veremos en cuánto estimas el delito: en esto nos engañamos principalmente: venimos al hierro, a las penas capitales; castigamos con las cadenas, la prisión, el hambre, una falta que apenas merecía ligero castigo. «¿Por qué, dices, nos mandas considerar cuán pueriles son, frívolas y miserables las cosas que tomamos por injurias?» Por mi parte, no puedo aconsejarte cosa mejor sino que te eleves a nobles sentimientos, y consideres en toda su humildad y abyección esas pequeñeces por las que nos quejamos, corremos, nos sofocamos y no merecen una mirada del alma elevada y generosa. El tumulto más grande se encuentra alrededor del dinero: éste es el que fatiga los foros, pone en lucha a los padres con los hijos, confecciona los venenos, entrega la espada tanto a los asesinos como a las legiones, y se encuentra siempre regado con sangre: por el dinero se convierten en ruidosos litigios las noches de los maridos y de las esposas, acude la multitud a los tribunales de los magistrados, los reyes se hacen crueles y rapaces, y destruyen ciudades levantadas por el largo trabajo de los siglos, para registrar sus cenizas en busca de oro y de plata."
Libro Tercero - XXXIII,"Contempla esos cestos colocados en un rincón. Por eso se grita hasta hacer salir los ojos de la cabeza, resuenan en nuestras basílicas los estremecimientos del litigio, y nuestros jueces, llamados de lejanas regiones, se sientan para decidir por qué lado tiene más derechos la avaricia. ¿Qué diré, si no ya por un cesto de dinero, sino por un puñado de cobre, por un cuadrante que falte en la cuenta de un esclavo, un anciano moribundo y sin herederos enloquece de ira? ¿si por menos de una milésima parte de interés un usurero enfermo, cuyos pies y manos retorcidos por la gota le impiden comparecer, lanza clamores, y en medio de los accesos de la enfermedad, acelera por medio de sus agentes la cobranza de sus ases? Si reunieras todo el dinero, todos los metales que tan cuidadosamente guardamos; si sacases a la luz todos los tesoros que esconde la avaricia, cuando devuelve a la tierra lo que malamente sacó de ella, no creería que todo el montón mereciera un pliego en la frente del hombre de bien. ¡Con cuánta risa deberíamos recibir todo lo que nos arranca lágrimas!"
Libro Tercero - XXXIV,"Déjote ahora examinar las otras causas de la ira, la comida, la bebida, las rivalidades de ambición, trajes, palabras, censuras, los gestos pocos mesurados, las sospechas, las obstinaciones de una bestia de carga, la pereza de un esclavo, las interpretaciones maliciosas de las frases de otro que liarían considerar el don de la palabra entre las injurias de la naturaleza. Créeme, cosas tan ligeras son las que excitan graves arrebatos, como los que producen riñas y pendencias entre los niños. Entre todo lo que hacemos con tanta solemnidad, nada hay serio y grande. Por esta razón, repito que vuestra ira, vuestra locura nace de dar demasiada importancia a cosas muy pequeñas. Aquel quiso arrebatarme una herencia; aquel otro me acusa después de haberme adulado mucho tiempo esperando mi muerte; éste ha deseado mi concubina. Lo que debía ser lazo de amor, la identidad de voluntades es causa de discordias y de odios."
